year,cens,zone_stat,desc_zone,district,area,n_stops,n_lines,avg_distan,tot,tot_F,tot_M,tot_foreig,n_fam,minors,working_age,seniors,tot_500,F_500,tot_M_500,foreign_500,fam_500,minors_500,working_500,seniors_500,stop_coverage,tot_accidents,tot_vehicles_involves,vehicle_categories,n_public_vehicles,public_accidents
2012,676,16,San Donato,4,9311.63479992,0,0,-1.0,181,96,85,18,99,27.0,108.0,46.0,9271,5011,4244,1454,4832,1334.0,5923.0,1998.0,0.0,0.0,0.0,0,0.0,0.0
2019,676,16,San Donato,4,9311.63479992,0,0,-1.0,199,111,88,23,105,36.0,114.0,49.0,8783,4737,4036,1017,4734,1231.0,5401.0,2141.0,0.0,0.0,0.0,0,0.0,0.0
2012,677,16,San Donato,4,7183.68947017,0,0,-1.0,100,58,42,11,55,15.0,59.0,26.0,9099,4868,4215,1527,4789,1305.0,5846.0,1932.0,0.0,2.0,4.0,['privato_vettura'],0.0,0.0
2019,677,16,San Donato,4,7183.68947017,0,0,-1.0,102,58,44,4,52,21.0,61.0,20.0,8540,4580,3950,1094,4660,1167.0,5295.0,2068.0,0.0,0.0,0.0,0,0.0,0.0
2012,678,16,San Donato,4,7792.5320498,1,2,2.526293469041561,150,79,71,8,69,24.0,91.0,35.0,9653,5141,4510,1518,5113,1358.0,6231.0,2062.0,0.006666666666667,0.0,0.0,0,0.0,0.0
2019,678,16,San Donato,4,7792.5320498,1,3,2.389937106918239,145,79,66,4,64,21.0,90.0,34.0,8925,4772,4153,1054,4928,1192.0,5540.0,2193.0,0.006896551724138,1.0,2.0,['privato_vettura'],0.0,0.0
2012,679,16,San Donato,4,9847.3920874,0,0,-1.0,196,131,65,38,135,28.0,102.0,66.0,8243,4399,3842,1342,4444,1155.0,5320.0,1766.0,0.0,4.0,9.0,['privato_vettura'],0.0,0.0
2019,679,16,San Donato,4,9847.3920874,0,0,-1.0,232,143,89,41,170,32.0,112.0,88.0,7602,4062,3540,883,4276,1011.0,4734.0,1857.0,0.0,0.0,0.0,0,0.0,0.0
2012,680,16,San Donato,4,4441.49068086,1,2,2.496607294317218,54,28,26,1,30,5.0,34.0,15.0,8469,4516,3942,1249,4431,1140.0,5513.0,1805.0,0.018518518518519,0.0,0.0,0,0.0,0.0
2019,680,16,San Donato,4,4441.49068086,1,3,2.30146750524109,59,28,31,4,33,7.0,29.0,23.0,8180,4402,3770,973,4433,1113.0,5086.0,1973.0,0.016949152542373,0.0,0.0,0,0.0,0.0
2012,681,16,San Donato,4,8877.51401406,0,0,-1.0,272,156,116,38,127,40.0,178.0,54.0,9095,4841,4243,1262,4737,1233.0,5886.0,1965.0,0.0,1.0,2.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2019,681,16,San Donato,4,8877.51401406,0,0,-1.0,268,151,117,14,118,46.0,169.0,53.0,8781,4719,4055,957,4721,1180.0,5403.0,2191.0,0.0,0.0,0.0,0,0.0,0.0
2012,682,16,San Donato,4,4666.72119497,0,0,-1.0,118,72,46,1,58,13.0,83.0,22.0,8836,4746,4072,1064,4558,1209.0,5648.0,1961.0,0.0,0.0,0.0,0,0.0,0.0
2019,682,16,San Donato,4,4666.72119497,0,0,-1.0,119,64,55,4,59,21.0,79.0,19.0,8510,4606,3892,803,4542,1176.0,5129.0,2193.0,0.0,0.0,0.0,0,0.0,0.0
2012,683,16,San Donato,4,8108.19248676,1,2,2.496607294317218,223,115,108,23,114,38.0,139.0,46.0,8988,4861,4113,1109,4600,1257.0,5773.0,1944.0,0.004484304932735,2.0,4.0,"['soccorso', 'privato_vettura']",0.0,0.0
2019,683,16,San Donato,4,8108.19248676,1,3,2.30146750524109,210,110,100,16,107,31.0,130.0,49.0,8547,4591,3946,767,4503,1201.0,5249.0,2087.0,0.004761904761905,2.0,5.0,['privato_vettura'],0.0,0.0
2012,684,16,San Donato,4,8429.03630192,0,0,-1.0,244,122,122,12,124,30.0,164.0,50.0,9943,5427,4502,1302,5111,1465.0,6286.0,2178.0,0.0,0.0,0.0,0,0.0,0.0
2019,684,16,San Donato,4,8429.03630192,0,0,-1.0,226,115,111,11,113,33.0,135.0,58.0,9459,5123,4326,851,4994,1341.0,5789.0,2319.0,0.0,2.0,4.0,['privato_vettura'],0.0,0.0
2012,685,16,San Donato,4,7834.16330717,0,0,-1.0,241,132,109,26,113,51.0,154.0,36.0,9268,5064,4188,1254,4848,1344.0,5850.0,2058.0,0.0,0.0,0.0,0,0.0,0.0
2019,685,16,San Donato,4,7834.16330717,0,0,-1.0,206,114,92,10,111,31.0,132.0,43.0,8813,4783,4020,825,4743,1233.0,5373.0,2197.0,0.0,1.0,2.0,['privato_vettura'],0.0,0.0
2012,686,16,San Donato,4,6221.34084937,1,2,2.496607294317218,167,95,72,12,95,18.0,108.0,41.0,9111,4856,4246,1307,4779,1315.0,5812.0,1975.0,0.005988023952096,0.0,0.0,0,0.0,0.0
2019,686,16,San Donato,4,6221.34084937,1,3,2.30146750524109,160,86,74,9,97,13.0,103.0,44.0,8648,4645,3998,882,4673,1197.0,5305.0,2141.0,0.00625,0.0,0.0,0,0.0,0.0
2012,687,16,San Donato,4,6620.08292997,0,0,-1.0,193,100,93,17,103,30.0,116.0,47.0,8431,4490,3932,1218,4494,1186.0,5381.0,1855.0,0.0,1.0,2.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2019,687,16,San Donato,4,6620.08292997,0,0,-1.0,197,102,95,8,100,26.0,129.0,42.0,7889,4226,3658,819,4349,1060.0,4821.0,2003.0,0.0,1.0,2.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2012,688,16,San Donato,4,5481.22823293,0,0,-1.0,163,94,69,9,89,27.0,123.0,13.0,7573,4043,3528,1152,4060,1077.0,4871.0,1623.0,0.0,1.0,2.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2019,688,16,San Donato,4,5481.22823293,0,0,-1.0,151,81,70,10,76,32.0,100.0,19.0,7058,3770,3288,780,3917,953.0,4372.0,1733.0,0.0,0.0,0.0,0,0.0,0.0
2012,689,16,San Donato,4,11653.0171892,2,4,2.589482612383375,269,150,119,13,132,46.0,159.0,64.0,8790,4745,4027,1113,4567,1189.0,5643.0,1940.0,0.007434944237918,2.0,3.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2019,689,16,San Donato,4,11653.0171892,2,6,2.434591194968553,250,132,118,15,132,38.0,145.0,67.0,8431,4587,3830,821,4548,1135.0,5134.0,2148.0,0.008,0.0,0.0,0,0.0,0.0
2012,690,16,San Donato,4,5130.63181558,0,0,-1.0,205,110,95,8,95,32.0,142.0,31.0,8939,4817,4097,1056,4613,1215.0,5700.0,1999.0,0.0,0.0,0.0,0,0.0,0.0
2019,690,16,San Donato,4,5130.63181558,0,0,-1.0,185,100,85,4,96,21.0,127.0,37.0,8630,4673,3938,770,4610,1200.0,5170.0,2241.0,0.0,0.0,0.0,0,0.0,0.0
2012,691,16,San Donato,4,3734.0645903,0,0,-1.0,78,39,39,13,44,8.0,54.0,16.0,9034,4889,4131,1005,4591,1287.0,5713.0,2020.0,0.0,1.0,2.0,['privato_vettura'],0.0,0.0
2019,691,16,San Donato,4,3734.0645903,0,0,-1.0,81,44,37,6,48,12.0,53.0,16.0,8615,4623,3982,684,4505,1231.0,5226.0,2148.0,0.0,0.0,0.0,0,0.0,0.0
2012,692,16,San Donato,4,4594.31430907,0,0,-1.0,17,16,1,1,14,0.0,14.0,3.0,8280,4451,3805,1022,4269,1134.0,5286.0,1836.0,0.0,1.0,2.0,['privato_vettura'],0.0,0.0
2019,692,16,San Donato,4,4594.31430907,0,0,-1.0,17,15,2,0,13,2.0,12.0,3.0,7993,4366,3613,718,4282,1133.0,4812.0,2034.0,0.0,1.0,3.0,['privato_vettura'],0.0,0.0
2012,693,16,San Donato,4,11558.6549587,0,0,-1.0,222,131,91,3,111,21.0,143.0,58.0,8004,4345,3639,862,4135,1087.0,5073.0,1824.0,0.0,0.0,0.0,0,0.0,0.0
2019,693,16,San Donato,4,11558.6549587,0,0,-1.0,246,136,110,8,121,30.0,139.0,77.0,7689,4157,3520,614,4038,1107.0,4657.0,1913.0,0.0,0.0,0.0,0,0.0,0.0
2012,694,16,San Donato,4,7846.15672017,0,0,-1.0,177,101,76,16,90,31.0,105.0,41.0,7808,4250,3531,749,3993,1095.0,4920.0,1766.0,0.0,0.0,0.0,0,0.0,0.0
2019,694,16,San Donato,4,7846.15672017,0,0,-1.0,180,99,81,6,92,28.0,108.0,44.0,7532,4078,3437,500,3936,1095.0,4507.0,1913.0,0.0,0.0,0.0,0,0.0,0.0
2012,695,16,San Donato,4,12189.3812057,0,0,-1.0,295,157,138,19,147,47.0,173.0,75.0,8769,4746,4002,880,4446,1246.0,5528.0,1974.0,0.0,0.0,0.0,0,0.0,0.0
2019,695,16,San Donato,4,12189.3812057,0,0,-1.0,292,161,131,10,150,53.0,162.0,77.0,8475,4551,3907,608,4394,1232.0,5103.0,2123.0,0.0,0.0,0.0,0,0.0,0.0
2012,696,16,San Donato,4,9050.50864377,0,0,-1.0,242,127,115,11,139,21.0,159.0,62.0,8939,4833,4092,959,4502,1320.0,5640.0,1965.0,0.0,0.0,0.0,0,0.0,0.0
2019,696,16,San Donato,4,9050.50864377,0,0,-1.0,247,131,116,10,145,30.0,144.0,73.0,8603,4626,3967,621,4436,1251.0,5247.0,2095.0,0.0,0.0,0.0,0,0.0,0.0
2012,697,16,San Donato,4,6781.34707435,0,0,-1.0,165,89,76,12,84,21.0,102.0,42.0,8229,4470,3739,708,4215,1129.0,5115.0,1965.0,0.0,0.0,0.0,0,0.0,0.0
2019,697,16,San Donato,4,6781.34707435,0,0,-1.0,153,83,70,4,88,17.0,85.0,51.0,7937,4293,3632,486,4135,1161.0,4681.0,2083.0,0.0,0.0,0.0,0,0.0,0.0
2012,698,16,San Donato,4,4268.42811108,0,0,-1.0,158,90,68,29,82,27.0,106.0,25.0,8077,4403,3654,693,4104,1139.0,5045.0,1873.0,0.0,0.0,0.0,0,0.0,0.0
2019,698,16,San Donato,4,4268.42811108,0,0,-1.0,146,84,62,15,89,12.0,97.0,37.0,7808,4247,3549,419,4054,1141.0,4658.0,1997.0,0.0,0.0,0.0,0,0.0,0.0
2012,699,16,San Donato,4,6408.70581094,0,0,-1.0,225,124,101,18,105,44.0,129.0,52.0,7749,4210,3512,549,3937,1088.0,4831.0,1803.0,0.0,0.0,0.0,0,0.0,0.0
2019,699,16,San Donato,4,6408.70581094,0,0,-1.0,221,125,96,6,100,42.0,118.0,61.0,7606,4132,3457,370,3931,1098.0,4518.0,1973.0,0.0,0.0,0.0,0,0.0,0.0
2012,700,16,San Donato,4,5855.72897051,0,0,-1.0,183,104,79,15,93,28.0,118.0,37.0,8564,4577,3971,800,4336,1250.0,5391.0,1907.0,0.0,0.0,0.0,0,0.0,0.0
2019,700,16,San Donato,4,5855.72897051,0,0,-1.0,164,97,67,8,84,30.0,94.0,40.0,8316,4457,3849,533,4297,1190.0,5053.0,2063.0,0.0,0.0,0.0,0,0.0,0.0
2012,701,16,San Donato,4,9687.06937575,0,0,-1.0,108,61,47,13,59,10.0,75.0,23.0,9084,4910,4158,1043,4712,1353.0,5678.0,2037.0,0.0,1.0,1.0,['privato_vettura'],0.0,0.0
2019,701,16,San Donato,4,9687.06937575,0,0,-1.0,110,60,50,4,58,24.0,65.0,21.0,8711,4727,3974,683,4620,1255.0,5262.0,2184.0,0.0,0.0,0.0,0,0.0,0.0
2012,702,16,San Donato,4,4140.0946425,0,0,-1.0,108,61,47,1,57,16.0,60.0,32.0,8658,4636,4013,1129,4546,1267.0,5456.0,1926.0,0.0,0.0,0.0,0,0.0,0.0
2019,702,16,San Donato,4,4140.0946425,0,0,-1.0,113,64,49,4,55,16.0,63.0,34.0,8257,4449,3803,763,4428,1175.0,5011.0,2066.0,0.0,0.0,0.0,0,0.0,0.0
2012,703,16,San Donato,4,7721.18232615,1,2,2.711195928753181,103,58,45,9,50,7.0,61.0,35.0,7249,3945,3284,605,3716,1000.0,4506.0,1723.0,0.009708737864078,0.0,0.0,0,0.0,0.0
2019,703,16,San Donato,4,7721.18232615,1,3,2.686792452830189,70,40,30,4,38,7.0,35.0,28.0,7011,3811,3188,390,3686,1022.0,4134.0,1843.0,0.014285714285714,0.0,0.0,0,0.0,0.0
2012,704,16,San Donato,4,4875.90583173,0,0,-1.0,46,22,24,2,21,6.0,31.0,9.0,7707,4166,3521,586,3943,1053.0,4808.0,1826.0,0.0,0.0,0.0,0,0.0,0.0
2019,704,16,San Donato,4,4875.90583173,0,0,-1.0,40,20,20,4,22,4.0,23.0,13.0,7480,4043,3425,377,3900,1085.0,4438.0,1945.0,0.0,0.0,0.0,0,0.0,0.0
2012,705,16,San Donato,4,7278.24347547,0,0,-1.0,203,120,83,14,115,28.0,126.0,49.0,7982,4320,3642,543,4089,1108.0,4997.0,1857.0,0.0,0.0,0.0,0,0.0,0.0
2019,705,16,San Donato,4,7278.24347547,0,0,-1.0,189,116,73,6,106,27.0,106.0,56.0,7795,4217,3566,361,4067,1099.0,4649.0,2035.0,0.0,0.0,0.0,0,0.0,0.0
2012,706,16,San Donato,4,6791.13763012,0,0,-1.0,9,1,1,0,1,0.0,2.0,0.0,8165,4402,3754,572,4191,1168.0,5100.0,1888.0,0.0,0.0,0.0,0,0.0,0.0
2019,706,16,San Donato,4,6791.13763012,0,0,-1.0,9,2,2,0,2,0.0,4.0,0.0,7999,4332,3662,378,4169,1138.0,4791.0,2065.0,0.0,1.0,3.0,['privato_vettura'],0.0,0.0
2012,707,16,San Donato,4,6306.54257638,0,0,-1.0,151,77,74,3,80,20.0,89.0,42.0,8258,4519,3730,818,4343,1234.0,5081.0,1934.0,0.0,0.0,0.0,0,0.0,0.0
2019,707,16,San Donato,4,6306.54257638,0,0,-1.0,160,89,71,7,82,19.0,93.0,48.0,7931,4342,3584,508,4239,1156.0,4671.0,2099.0,0.0,1.0,2.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2012,708,16,San Donato,4,7025.0491972,0,0,-1.0,162,83,79,12,81,28.0,106.0,28.0,8009,4366,3634,826,4213,1190.0,4960.0,1850.0,0.0,0.0,0.0,0,0.0,0.0
2019,708,16,San Donato,4,7025.0491972,0,0,-1.0,157,80,77,12,78,24.0,99.0,34.0,7729,4205,3519,549,4138,1120.0,4594.0,2010.0,0.0,0.0,0.0,0,0.0,0.0
2012,709,16,San Donato,4,5190.53431094,0,0,-1.0,126,70,56,3,58,28.0,74.0,24.0,7908,4239,3660,936,4203,1117.0,5003.0,1779.0,0.0,0.0,0.0,0,0.0,0.0
2019,709,16,San Donato,4,5190.53431094,0,0,-1.0,120,67,53,4,56,19.0,74.0,27.0,7560,4078,3477,640,4112,1044.0,4605.0,1906.0,0.0,0.0,0.0,0,0.0,0.0
2012,710,16,San Donato,4,11971.5980284,0,0,-1.0,60,33,27,3,32,6.0,33.0,21.0,7951,4296,3635,662,4252,1061.0,4820.0,2050.0,0.0,0.0,0.0,0,0.0,0.0
2019,710,16,San Donato,4,11971.5980284,0,0,-1.0,108,59,49,6,60,19.0,67.0,22.0,7664,4140,3512,445,4095,1068.0,4514.0,2070.0,0.0,3.0,5.0,"['privato_vettura', 'pubblico']",2.0,1.0
2012,711,16,San Donato,4,7502.54298466,0,0,-1.0,265,142,123,19,134,36.0,151.0,78.0,6515,3545,2950,436,3353,877.0,4055.0,1563.0,0.0,0.0,0.0,0,0.0,0.0
2019,711,16,San Donato,4,7502.54298466,0,0,-1.0,236,141,95,8,124,41.0,116.0,79.0,6478,3524,2942,302,3366,938.0,3842.0,1686.0,0.0,2.0,2.0,['privato_moto'],0.0,0.0
2012,712,16,San Donato,4,11025.676183,0,0,-1.0,252,144,108,6,137,29.0,145.0,78.0,7724,4154,3550,498,3928,1080.0,4818.0,1806.0,0.0,0.0,0.0,0,0.0,0.0
2019,712,16,San Donato,4,11025.676183,0,0,-1.0,259,137,122,6,138,35.0,144.0,80.0,7591,4112,3467,361,3917,1121.0,4478.0,1980.0,0.0,4.0,9.0,['privato_vettura'],0.0,0.0
2012,713,16,San Donato,4,10354.2637948,0,0,-1.0,233,125,108,7,113,36.0,118.0,79.0,7577,4041,3527,543,3904,1087.0,4715.0,1766.0,0.0,0.0,0.0,0,0.0,0.0
2019,713,16,San Donato,4,10354.2637948,1,1,-1.0,243,123,120,9,115,37.0,134.0,72.0,7362,3971,3386,340,3842,1093.0,4341.0,1923.0,0.004115226337449,1.0,5.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2012,714,16,San Donato,4,9498.90050492,1,3,2.507209499575912,221,114,107,12,99,41.0,144.0,36.0,8095,4304,3782,612,4151,1203.0,5072.0,1811.0,0.004524886877828,0.0,0.0,0,0.0,0.0
2019,714,16,San Donato,4,9498.90050492,1,3,2.456184486373166,214,115,99,8,99,32.0,132.0,50.0,7868,4235,3628,386,4053,1202.0,4677.0,1984.0,0.004672897196262,1.0,2.0,['privato_vettura'],0.0,0.0
2012,715,16,San Donato,4,10701.5288733,0,0,-1.0,208,107,101,18,99,29.0,137.0,42.0,7648,4099,3540,711,3998,1137.0,4837.0,1665.0,0.0,0.0,0.0,0,0.0,0.0
2019,715,16,San Donato,4,10701.5288733,0,0,-1.0,187,91,96,7,90,28.0,112.0,47.0,7416,4017,3394,459,3895,1106.0,4480.0,1825.0,0.0,0.0,0.0,0,0.0,0.0
2012,716,16,San Donato,4,8140.58693377,1,3,2.507209499575912,9,1,6,0,6,1.0,4.0,2.0,7303,3949,3345,843,3909,1053.0,4601.0,1640.0,0.111111111111111,0.0,0.0,0,0.0,0.0
2019,716,16,San Donato,4,8140.58693377,2,4,2.456603773584906,10,4,6,0,6,2.0,6.0,2.0,6984,3814,3165,535,3789,1003.0,4239.0,1737.0,0.2,3.0,6.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2012,717,16,San Donato,4,8802.30547676,0,0,-1.0,71,36,35,0,36,14.0,44.0,13.0,7054,3772,3280,882,3777,1024.0,4508.0,1520.0,0.0,3.0,6.0,"['soccorso', 'veicoli_grandi', 'privato_moto', 'privato_vettura']",0.0,0.0
2019,717,16,San Donato,4,8802.30547676,0,0,-1.0,76,40,36,4,36,16.0,40.0,20.0,6745,3638,3107,570,3690,956.0,4152.0,1637.0,0.0,0.0,0.0,0,0.0,0.0
2012,718,16,San Donato,4,9709.14512488,0,0,-1.0,39,18,21,0,21,4.0,20.0,15.0,6900,3682,3216,943,3754,970.0,4444.0,1484.0,0.0,0.0,0.0,0,0.0,0.0
2019,718,16,San Donato,4,9709.14512488,0,0,-1.0,38,20,18,0,20,5.0,23.0,10.0,6582,3519,3063,634,3659,898.0,4108.0,1576.0,0.0,0.0,0.0,0,0.0,0.0
2012,719,16,San Donato,4,12193.838009,0,0,-1.0,196,100,96,12,114,16.0,131.0,49.0,5930,3110,2818,820,3222,818.0,3868.0,1242.0,0.0,3.0,6.0,['privato_vettura'],0.0,0.0
2019,719,16,San Donato,4,12193.838009,0,0,-1.0,188,100,88,9,110,24.0,117.0,47.0,5661,2982,2679,573,3154,754.0,3604.0,1303.0,0.0,1.0,2.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2012,720,17,Porta Susa,3,9701.09568861,0,0,-1.0,124,63,61,1,69,10.0,86.0,28.0,7118,3824,3274,471,3783,950.0,4246.0,1902.0,0.0,1.0,1.0,['privato_moto'],0.0,0.0
2019,720,17,Porta Susa,3,9701.09568861,0,0,-1.0,118,59,59,5,60,11.0,75.0,32.0,7010,3798,3200,372,3731,996.0,4050.0,1952.0,0.0,2.0,2.0,['privato_vettura'],0.0,0.0
2012,721,17,Porta Susa,3,12267.8242911,0,0,-1.0,309,156,153,30,145,58.0,182.0,69.0,6789,3629,3147,443,3474,959.0,4227.0,1590.0,0.0,0.0,0.0,0,0.0,0.0
2019,721,17,Porta Susa,3,12267.8242911,0,0,-1.0,317,165,152,22,153,54.0,185.0,78.0,6651,3600,3046,315,3454,985.0,3921.0,1740.0,0.0,0.0,0.0,0,0.0,0.0
2012,722,17,Porta Susa,3,11984.5156868,1,3,2.534775233248516,191,108,83,20,110,15.0,127.0,49.0,8070,4287,3774,652,4169,1160.0,5027.0,1874.0,0.005235602094241,1.0,2.0,['privato_vettura'],0.0,0.0
2019,722,17,Porta Susa,3,11984.5156868,1,3,2.431027253668763,203,120,83,11,114,25.0,133.0,45.0,7815,4211,3599,418,4088,1154.0,4629.0,2027.0,0.004926108374384,0.0,0.0,0,0.0,0.0
2012,723,17,Porta Susa,3,10655.8468452,0,0,-1.0,100,49,51,3,45,12.0,69.0,19.0,8496,4508,3979,715,4394,1232.0,5315.0,1940.0,0.0,2.0,4.0,"['veicoli_grandi', 'privato_vettura']",0.0,0.0
2019,723,17,Porta Susa,3,10655.8468452,0,0,-1.0,84,47,37,2,48,2.0,56.0,26.0,8228,4421,3802,465,4277,1198.0,4927.0,2098.0,0.0,1.0,2.0,['privato_vettura'],0.0,0.0
2012,724,17,Porta Susa,3,7551.85237882,0,0,-1.0,146,73,73,10,74,20.0,106.0,20.0,7465,3960,3496,667,3888,1077.0,4731.0,1648.0,0.0,0.0,0.0,0,0.0,0.0
2019,724,17,Porta Susa,3,7551.85237882,0,0,-1.0,126,67,59,8,65,18.0,81.0,27.0,7258,3872,3381,436,3775,1064.0,4420.0,1769.0,0.0,0.0,0.0,0,0.0,0.0
2012,725,17,Porta Susa,3,9216.03556453,0,0,-1.0,187,94,93,6,100,28.0,115.0,44.0,7510,3987,3514,734,3945,1073.0,4773.0,1655.0,0.0,0.0,0.0,0,0.0,0.0
2019,725,17,Porta Susa,3,9216.03556453,0,0,-1.0,171,80,91,4,86,22.0,99.0,50.0,7305,3909,3391,488,3857,1072.0,4443.0,1785.0,0.0,2.0,4.0,['privato_vettura'],0.0,0.0
2012,726,17,Porta Susa,3,4316.037131,0,0,-1.0,111,64,47,8,50,19.0,73.0,19.0,6497,3422,3073,731,3464,932.0,4212.0,1351.0,0.0,0.0,0.0,0,0.0,0.0
2019,726,17,Porta Susa,3,4316.037131,0,0,-1.0,102,56,46,4,49,14.0,59.0,29.0,6257,3333,2924,471,3384,885.0,3892.0,1480.0,0.0,0.0,0.0,0,0.0,0.0
2012,727,17,Porta Susa,3,9543.56840762,1,3,2.534775233248516,218,116,102,47,118,32.0,142.0,44.0,6381,3347,3032,742,3426,899.0,4168.0,1312.0,0.004587155963303,0.0,0.0,0,0.0,0.0
2019,727,17,Porta Susa,3,9543.56840762,1,3,2.431446540880503,196,111,85,27,109,24.0,120.0,52.0,6135,3251,2884,488,3342,865.0,3864.0,1406.0,0.005102040816327,0.0,0.0,0,0.0,0.0
2012,728,17,Porta Susa,3,6222.80567428,0,0,-1.0,129,65,64,21,74,13.0,88.0,28.0,5950,3070,2878,848,3224,861.0,3882.0,1205.0,0.0,1.0,2.0,"['pubblico', 'privato_moto']",1.0,1.0
2019,728,17,Porta Susa,3,6222.80567428,0,0,-1.0,127,71,56,14,75,14.0,81.0,32.0,5668,2966,2702,555,3153,782.0,3605.0,1281.0,0.0,1.0,1.0,['privato_vettura'],0.0,0.0
2012,729,17,Porta Susa,3,5959.73266949,0,0,-1.0,72,36,36,3,37,12.0,41.0,19.0,5630,2944,2681,724,3055,791.0,3689.0,1145.0,0.0,0.0,0.0,0,0.0,0.0
2019,729,17,Porta Susa,3,5959.73266949,0,0,-1.0,70,33,37,4,33,16.0,37.0,17.0,5340,2856,2477,435,2949,752.0,3346.0,1235.0,0.0,0.0,0.0,0,0.0,0.0
2012,730,17,Porta Susa,3,6539.12729903,0,0,-1.0,172,89,83,45,93,24.0,110.0,38.0,7389,3925,3462,743,3918,1035.0,4715.0,1637.0,0.0,0.0,0.0,0,0.0,0.0
2019,730,17,Porta Susa,3,6539.12729903,0,0,-1.0,152,78,74,19,84,27.0,83.0,42.0,7160,3827,3333,483,3827,1014.0,4366.0,1780.0,0.0,1.0,2.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2012,731,17,Porta Susa,3,5741.70678472,0,0,-1.0,143,77,66,3,76,22.0,84.0,37.0,6476,3422,3052,728,3441,918.0,4179.0,1377.0,0.0,0.0,0.0,0,0.0,0.0
2019,731,17,Porta Susa,3,5741.70678472,0,0,-1.0,163,84,79,4,84,25.0,97.0,41.0,6204,3313,2891,465,3347,877.0,3829.0,1498.0,0.0,0.0,0.0,0,0.0,0.0
2012,732,17,Porta Susa,3,5519.429303,0,0,-1.0,125,66,59,11,63,15.0,85.0,25.0,5934,3109,2820,677,3160,808.0,3878.0,1243.0,0.0,0.0,0.0,0,0.0,0.0
2019,732,17,Porta Susa,3,5519.429303,0,0,-1.0,122,64,58,8,60,11.0,79.0,32.0,5640,2998,2635,428,3037,784.0,3525.0,1324.0,0.0,0.0,0.0,0,0.0,0.0
2012,733,17,Porta Susa,3,7470.38235483,0,0,-1.0,134,70,64,0,65,18.0,87.0,29.0,5694,2974,2715,686,3062,746.0,3722.0,1221.0,0.0,1.0,3.0,['privato_vettura'],0.0,0.0
2019,733,17,Porta Susa,3,7470.38235483,0,0,-1.0,151,81,70,4,76,25.0,97.0,29.0,5425,2885,2533,429,2952,733.0,3401.0,1284.0,0.0,1.0,3.0,['privato_vettura'],0.0,0.0
2012,734,17,Porta Susa,3,8817.92943872,1,1,2.628498727735369,256,144,112,22,153,27.0,172.0,57.0,7509,4005,3490,612,3878,1074.0,4620.0,1801.0,0.00390625,0.0,0.0,0,0.0,0.0
2019,734,17,Porta Susa,3,8817.92943872,1,1,2.545073375262055,244,134,110,8,141,31.0,156.0,57.0,7283,3929,3344,395,3833,1049.0,4319.0,1905.0,0.004098360655738,1.0,2.0,['privato_vettura'],0.0,0.0
2012,735,17,Porta Susa,3,8527.25321853,0,0,-1.0,122,65,57,3,60,22.0,79.0,21.0,7888,4173,3699,683,4080,1111.0,4932.0,1829.0,0.0,2.0,3.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2019,735,17,Porta Susa,3,8527.25321853,0,0,-1.0,116,67,49,4,60,17.0,64.0,35.0,7620,4053,3557,447,4001,1057.0,4604.0,1949.0,0.0,1.0,2.0,['privato_vettura'],0.0,0.0
2012,736,17,Porta Susa,3,5332.75440611,0,0,-1.0,101,55,46,3,53,18.0,67.0,16.0,7906,4167,3730,699,4069,1150.0,4923.0,1824.0,0.0,0.0,0.0,0,0.0,0.0
2019,736,17,Porta Susa,3,5332.75440611,0,0,-1.0,100,55,45,4,51,21.0,62.0,17.0,7643,4054,3584,445,3982,1090.0,4590.0,1958.0,0.0,0.0,0.0,0,0.0,0.0
2012,737,17,Porta Susa,3,6087.10378322,0,0,-1.0,183,100,83,25,93,29.0,124.0,30.0,6759,3556,3201,664,3499,973.0,4257.0,1527.0,0.0,1.0,3.0,['privato_vettura'],0.0,0.0
2019,737,17,Porta Susa,3,6087.10378322,0,0,-1.0,171,96,75,10,92,31.0,113.0,27.0,6473,3426,3047,407,3395,928.0,3913.0,1632.0,0.0,1.0,3.0,['privato_vettura'],0.0,0.0
2012,738,17,Porta Susa,3,5362.77988939,0,0,-1.0,150,71,79,4,71,26.0,96.0,28.0,6538,3438,3095,668,3400,936.0,4141.0,1456.0,0.0,0.0,0.0,0,0.0,0.0
2019,738,17,Porta Susa,3,5362.77988939,0,0,-1.0,144,76,68,4,70,24.0,90.0,30.0,6257,3319,2931,394,3301,897.0,3780.0,1573.0,0.0,0.0,0.0,0,0.0,0.0
2012,739,17,Porta Susa,3,5151.19624895,0,0,-1.0,137,75,62,10,78,16.0,88.0,33.0,5717,2980,2725,618,3018,785.0,3658.0,1262.0,0.0,0.0,0.0,0,0.0,0.0
